id,Descripción,Link
1768,"hombre indígena del grupo étnico dessana o tukuya siendo fotografiado de perfil en su comunidad cerca de árboles y un arroyo. ciudad de manaus, brasil 23 de junio de 2023",https://www.shutterstock.com/image-photo/indigenous-man-dessana-tukuya-ethnic-600nw-2479630973.jpg
1769,"un joven indígena del grupo étnico dessana tukuya visto de perfil con su rostro pintado con un motivo de su cultura. ciudad de manaos, estado de amazonas, brasil 8 de octubre de 2024.",https://www.shutterstock.com/image-photo/young-indigenous-man-dessana-tukuya-600nw-2527715365.jpg
1770,"aldea de macedonia, colombia - 8 de diciembre. 2022: mujer de la comunidad kuyatu - los indígenas de macedonia. amazonía. sudamérica.",https://www.shutterstock.com/image-photo/macedonia-village-colombia-dec-8-600nw-2333498065.jpg
1771,hombre sonriente sentado en una roca en el río,https://www.shutterstock.com/image-photo/lifestyle-smiling-man-sitting-on-600nw-2455672051.jpg
1772,joven disfrazada de indio americano ,https://www.shutterstock.com/image-photo/young-woman-costume-american-indian-600nw-274963676.jpg
1774,niña militante con una flecha y una proa en el fondo de una pared de ladrillo. actor infantil con pintura facial de unicornio,https://www.shutterstock.com/image-photo/little-militant-girl-bow-arrow-600nw-2182952457.jpg
1776,"joven guerrera hermosa mujer vestida con ropa amazónica o guerrera medieval con ramo de flores en lugar de armas cerca del árbol de flores de cerezo en el jardín de primavera, paisaje pintoresco",https://www.shutterstock.com/image-photo/young-beautiful-warrior-girl-woman-600nw-2248622231.jpg
1779,una joven está sentada en la arena en una cucaracha india. vista desde atrás.,https://www.shutterstock.com/image-photo/young-girl-sitting-on-sand-600nw-2153964187.jpg
1783," jovencita en plumas, hermosa capa hecha de plumas raven en un cuerpo femenino delgado, foto de moda en blanco y negro",https://www.shutterstock.com/image-photo/girl-feathers-beautiful-cape-made-600nw-1917801218.jpg
1784,retrato de viciar a la mujer druida interactuar con otros espíritus mundanos luz naranja ritual demoníaca aislada en un fondo oscuro,https://www.shutterstock.com/image-photo/portrait-viking-druid-woman-interact-600nw-2341408837.jpg
1785,"santarem, pará, brasil - 15 de abril de 2024: pintura indígena de arte tradicional en el brazo de una niña para la semana de los pueblos indígenas en brasil",https://www.shutterstock.com/image-photo/santarem-para-brazil-apr-15-600nw-2453278637.jpg
1786,"aldea de macedonia, colombia - 8 de diciembre. 2022: mujer de la comunidad kuyatu - los indígenas de macedonia. amazonía. sudamérica.",https://www.shutterstock.com/image-photo/macedonia-village-colombia-dec-8-600nw-2332248877.jpg
1787,"joven guerrera hermosa mujer vestida con ropa amazónica o guerrera medieval con ramo de flores en lugar de armas cerca del árbol de flores de cerezo en el jardín de primavera, paisaje pintoresco",https://www.shutterstock.com/image-photo/young-beautiful-warrior-girl-woman-600nw-2204603079.jpg
1788,"orinoco, venezuela - 11-23-2021: niños indígenas orinoco nativos nadando en canoa de madera tradicional",https://www.shutterstock.com/image-photo/orinoco-venezuela-11232021-native-indigenous-600nw-2105316656.jpg
1789,"joven guerrera hermosa mujer vestida con ropa amazónica o guerrera medieval con ramo de flores en lugar de armas cerca del árbol de flores de cerezo en el jardín de primavera, paisaje pintoresco",https://www.shutterstock.com/image-photo/young-beautiful-warrior-girl-woman-600nw-2203003243.jpg
1791,"retrato emocional joven guerrera hermosa mujer en ropa amazónica o guerrero medieval con ramo de flores en lugar de armas cerca de cerezo árbol de flor en jardín de primavera, paisaje pintoresco",https://www.shutterstock.com/image-photo/emotional-portrait-young-beautiful-warrior-600nw-2443681063.jpg
1792,hombre huaorani preparando su loro waorani reserva yasuni parque nacional ecuador,https://www.shutterstock.com/image-photo/huaorani-male-grooming-his-parrot-600nw-1675696066.jpg
1794,joven disfrazada de indio americano ,https://www.shutterstock.com/image-photo/young-woman-costume-american-indian-600nw-274963679.jpg
1795,"sambas, indonesia - 6 de agosto de 2024: carnaval de ropa tejida de sambas al que asistieron varios grupos, desde niños hasta adultos, llevando ropa única e interesante",https://www.shutterstock.com/image-photo/sambas-indonesia-august-6-2024-600nw-2498871923.jpg
1797,"mujer amazónica con cuatro trajes medievales con una lanza en la mano, con pintura de guerra.",https://www.shutterstock.com/image-photo/amazon-woman-fur-medieval-costume-600nw-2276209201.jpg
1798,"tres hombres indígenas de la etnia dessana o tukuya de pie con los brazos cruzados mientras eran fotografiados. ciudad de manaos, brasil 3 de julio de 2024.",https://www.shutterstock.com/image-photo/three-indigenous-men-dessana-tukuya-600nw-2484268741.jpg
1799,"jovencita de etnia con plumas en la cabeza aislada sobre fondo morado, hembra en la cima posando en cámara, el chamán sonríe",https://www.shutterstock.com/image-photo/young-ethnic-lady-feathers-on-600nw-1897169125.jpg
1800,mujer joven vestida como india norteamericana en un campo. pocahontas.,https://www.shutterstock.com/image-photo/young-woman-dressed-north-american-600nw-1795060357.jpg
1802,"retrato al aire libre de india nativa americana, retrato de hembra chamánica con sombrero de pluma indio y maquillaje colorido",https://www.shutterstock.com/image-photo/native-american-indian-woman-portrait-600nw-1741280606.jpg
1803,joven indio sentado en las rocas junto a los rápidos del río,https://www.shutterstock.com/image-photo/lifestyle-young-indian-sitting-on-600nw-2456548595.jpg
1805,joven disfrazada de indio americano ,https://www.shutterstock.com/image-photo/young-woman-costume-american-indian-600nw-175503170.jpg
1807,una joven está sentada en la arena en una cucaracha india. vista desde atrás.,https://www.shutterstock.com/image-photo/young-girl-sitting-on-sand-600nw-2153404205.jpg
1808,"un chamán de la tribu dessana en las afueras de la ciudad de manaos recibiendo visitantes tocando un instrumento de percusión. ciudad de manaos, estado de amazonas, brasil, 26 de septiembre de 2024.",https://www.shutterstock.com/image-photo/shaman-dessana-tribe-on-outskirts-600nw-2522459155.jpg
1809,"kwamalasamutu, surinam - 23 de noviembre de 2016: una imagen de perfil del brazo y la cabeza bronceados de un hombre indígena con peinado mohawk y cola de caballo en la selva tropical",https://www.shutterstock.com/image-photo/kwamalasamutu-suriname-november-23-2016-600nw-2483508541.jpg
1810,"retrato de una bella joven morena con ropa y accesorios tribales aislada sobre fondo negro, mirando la cámara",https://www.shutterstock.com/image-photo/portrait-beautiful-young-brunette-woman-600nw-1484084540.jpg
1811,"congo francés - 1900: un sello postal de 20 centímetros amarillo, verde y naranja que representa a una mujer bakalois del congo, edición pictórica de 1900",https://www.shutterstock.com/image-photo/french-congo-1900-20-centimes-600nw-2224389941.jpg
1812,mujer nativa norteamericana sosteniendo la proa y la flecha posando en la naturaleza. estilo de vida,https://www.shutterstock.com/image-photo/native-american-female-holding-bow-600nw-2010369092.jpg
1813,"retrato emocional joven guerrera hermosa mujer en ropa amazónica o guerrero medieval con ramo de flores en lugar de armas cerca de cerezo árbol de flor en jardín de primavera, paisaje pintoresco",https://www.shutterstock.com/image-photo/emotional-portrait-young-beautiful-warrior-600nw-2439452243.jpg
1814,"collares, pendantes y otras joyas de mujeres hechas de las semillas de diversas plantas por mujeres de la comunidad shuar en la región amazónica de ecuador. provincia de pastaza",https://www.shutterstock.com/image-photo/necklaces-pendants-other-womens-jewelry-600nw-2313309831.jpg
1815,retrato de una mujer chamán africana.,https://www.shutterstock.com/image-photo/portrait-african-shaman-woman-600nw-754627204.jpg
1817,"un grupo de tres hombres indígenas del grupo étnico desana o tukuya de perfil para una foto con la selva amazónica de fondo. ciudad de manaos, brasil 18 de junio de 2024.",https://www.shutterstock.com/image-photo/group-three-indigenous-men-desana-600nw-2477500839.jpg
1820,"niños de cantagallo, is an urban settlement of the amazonian shipibo conibo community from peruvian jungle. lima peru. august 29, 2015.",https://www.shutterstock.com/image-photo/de-cantagallo-urban-settlement-amazonian-600nw-1948342828.jpg
1822,"san pedro, brasil - 5 de diciembre de 2022: niños brasileños en una pequeña aldea a orillas del río yavari en la selva amazónica, valle de javari, amazonia, valle del yavari, américa del sur",https://www.shutterstock.com/image-photo/san-pedro-brasil-dec-5-600nw-2478523261.jpg
1823,"cuenca, ecuador - 25 de marzo de 2023: feria de artesanía de la provincia de pastaza en cuenca. una mujer amazónica kichwa (quechua) de nacionalidad con traje típico vende plantas de la selva.",https://www.shutterstock.com/image-photo/cuenca-ecuador-march-25-2023-600nw-2308323341.jpg
1825,joven latino muy feliz en las rocas del río olas con sombrero en la mano,https://www.shutterstock.com/image-photo/lifestyle-very-happy-young-latin-600nw-2456548593.jpg
1827,"joven guerrera hermosa mujer vestida con ropa amazónica o guerrera medieval con ramo de flores en lugar de armas cerca del árbol de flores de cerezo en el jardín de primavera, paisaje pintoresco",https://www.shutterstock.com/image-photo/young-beautiful-warrior-girl-woman-600nw-2204603121.jpg
1830,foto de la mujer líder tribal vikinga viste una joya tradicional para la magia ritual nocturna en bosques de miedo sobre fondo de niebla,https://www.shutterstock.com/image-photo/photo-viking-tribal-leader-lady-600nw-2523032479.jpg
1831,mujer indígena de la tribu huitoto de pie con canastas hechas a mano,https://www.shutterstock.com/image-photo/indigenous-woman-huitoto-tribe-standing-600nw-1864403674.jpg
1832,retrato de hermosa mujer indígena maya sonriendo entre un árbol. latín,https://www.shutterstock.com/image-photo/portrait-beautiful-indigenous-mayan-woman-600nw-1992288593.jpg
1834,mujer en cabaña de la selva en la amazonía brasileña,https://www.shutterstock.com/image-photo/woman-jungle-cabin-brazilian-amazon-600nw-2502821527.jpg
1835,"un hombre indígena de la etnia dessana tocando instrumentos de viento y su rostro pintado con elementos de su cultura. ciudad de manaos, estado de amazonas, brasil, 10 de octubre de 2024.",https://www.shutterstock.com/image-photo/indigenous-man-dessana-ethnic-group-600nw-2528701937.jpg
1840,mujer con sombrero indio americano. retrato de cerca de hembra chamánica con sombrero de pluma india,https://www.shutterstock.com/image-photo/woman-wearing-american-indian-hat-600nw-1778656751.jpg
1842,foto de la mitología escandinava viéndose a una chamán niña cuerpo arte rezar ritual de oden aislado en fondo negro,https://www.shutterstock.com/image-photo/photo-scandinavian-mythology-viking-shaman-600nw-2364434069.jpg
1846,"hombres indígenas de la etnia dessana tuyuka hacen fila para una fotografía con turistas. ciudad de manaos, estado de amazonas, brasil, 11 de noviembre de 2024.",https://www.shutterstock.com/image-photo/indigenous-men-dessana-tuyuka-ethnic-600nw-2543568773.jpg
1847,"amazonas, colombia - 25 de agosto de 2024: el pueblo de colombia. niños locales jugando en su pueblo indígena amazónico.",https://www.shutterstock.com/image-photo/amazonas-colombia-august-25th-2024-600nw-2510002673.jpg
1849,vista aérea de tres hombres en una canoa en el río amazonas,https://www.shutterstock.com/image-photo/aerial-view-three-men-canoe-600nw-2264552987.jpg
1850,"amazonas, colombia - 5 de septiembre de 2024: el pueblo de colombia. niños locales jugando en su pueblo indígena amazónico.",https://www.shutterstock.com/image-photo/group-latin-kids-playing-amazonas-600nw-2513417713.jpg
1851,"joven del estado de amazonas en perfil mirando al río negro. ciudad de manaus, estado de amazonas, brasil, 6 de junio de 2022.",https://www.shutterstock.com/image-photo/young-woman-seen-profile-long-600nw-2164989703.jpg
1853,"riga, letonia - 20 de agosto de 2023.  una mujer sobre una tabla de surf en la playa. ... ",https://www.shutterstock.com/image-photo/riga-latvia-august-20-2023-600nw-2387891369.jpg
1856,"leticia, colombia - dic, 2021: indio de la tribu huito. hombre nativo amazónico. amazonía. américa latina.",https://www.shutterstock.com/image-photo/leticia-colombia-dec-2021-indian-600nw-2185437533.jpg
1858,"joven guerrera hermosa mujer vestida con ropa amazónica o guerrera medieval con ramo de flores en lugar de armas cerca del árbol de flores de cerezo en el jardín de primavera, paisaje pintoresco",https://www.shutterstock.com/image-photo/young-beautiful-warrior-girl-woman-600nw-2203174499.jpg
1861,"alalapadu, surinam - 18 de noviembre de 2016: un hombre indígena con sombrero y un grande ramo de plátanos en la nuca camina a través de un claro en una aldea en la selva amazónica surinamesa",https://www.shutterstock.com/image-photo/alalapadu-suriname-november-18th-2016-600nw-2472010045.jpg
1863,"san pedro, brasil - sep 2017: retrato de un niño con arco con una flecha- habitante local de la selva amazónica.  amazonía. américa latina",https://www.shutterstock.com/image-photo/san-pedro-brazil-sep-2017-600nw-2246453015.jpg
1864,retrato de una mujer chamán africana.,https://www.shutterstock.com/image-photo/portrait-african-shaman-woman-600nw-754620058.jpg
1865,"una mujer que vive en los bosques se comunica con su lobo en el bosque de otoño
",https://www.shutterstock.com/image-photo/forest-dweller-woman-communicates-her-600nw-1838625046.jpg
1867,foto de perfil del misterioso mito valiente valkyrie de guerra mujer con la cara pintada en el cuerpo aislado en el fondo negro,https://www.shutterstock.com/image-photo/profile-photo-mysterious-brave-valkyrie-600nw-2364434071.jpg
1872,"orinoco, venezuela - 11-23-2021: retrato de cerca de un niño indígena orinoco sonriente en el bote",https://www.shutterstock.com/image-photo/orinoco-venezuela-11232021-close-portrait-600nw-2105316620.jpg
1873,"retrato de una joven con un perro malamute de alaska en el bosque de otoño contra el fondo de la naturaleza
",https://www.shutterstock.com/image-photo/portrait-young-woman-alaskan-malamute-600nw-1842752752.jpg
1874,foto de impresionante hermosa dama vikinga chamán salvaje con las manos cerca de la cara haciendo magia del diablo sobre fondo de niebla,https://www.shutterstock.com/image-photo/photo-stunning-gorgeous-viking-lady-600nw-2528677953.jpg
1876,retrato de una mujer chamán africana.,https://www.shutterstock.com/image-photo/portrait-african-shaman-woman-600nw-754620100.jpg
1878,"el anciano jefe del grupo étnico dessana tuyuka posando para una fotografía con su tocado y pintura facial. ciudad de manaos, estado de amazonas, brasil, 6 de noviembre de 2024.",https://www.shutterstock.com/image-photo/elderly-chief-dessana-tuyuka-ethnic-600nw-2541281569.jpg
1880,"niña con ropa primitiva en la piel de animales salvajes en un fondo oscuro
",https://www.shutterstock.com/image-photo/girl-primitive-clothes-skins-wild-600nw-2085263407.jpg
1882,joven latino sin camisa de pie en el río,https://www.shutterstock.com/image-photo/lifestyle-young-latin-shirtless-man-600nw-2455672063.jpg
1883,joven atractiva en jefatura. retrato blanco y negro. estilo indio,https://www.shutterstock.com/image-photo/attractive-young-woman-chieftain-black-600nw-419545819.jpg
1884,"sambas, indonesia - 6 de agosto de 2024: carnaval de ropa tejida de sambas al que asistieron varios grupos, desde niños hasta adultos, llevando ropa única e interesante",https://www.shutterstock.com/image-photo/sambas-indonesia-august-6-2024-600nw-2498871921.jpg
1885,"retrato emocional joven guerrera hermosa mujer en ropa amazónica o guerrero medieval con ramo de flores en lugar de armas cerca de cerezo árbol de flor en jardín de primavera, paisaje pintoresco",https://www.shutterstock.com/image-photo/emotional-portrait-young-beautiful-warrior-600nw-2442659475.jpg
1887,mujer vestida como guerrera con la cabeza gorda,https://www.shutterstock.com/image-photo/woman-dressed-warrior-feathered-headdress-600nw-1695857989.jpg
1888,"reserva de vida silvestre cuyabeno, ecuador - 24 de enero de 2023: chamán en la aldea siona de puerto bolívar en la reserva de vida silvestre cuyabeno, fuera del lago agrio",https://www.shutterstock.com/image-photo/cuyabeno-wildlife-reserve-ecuador-january-600nw-2514627323.jpg
1889,"iquitos, perú. 25 de septiembre de 2022: retrato de niños sin identificar que navegan en su bote en el río amazn",https://www.shutterstock.com/image-photo/iquitos-peru-25th-september-2022-600nw-2212867435.jpg
1890,"la bella mujer con plumas de pájaros, color azul pintado en su cara, retrato de modelo posando en el bosque, luz borrosa alrededor",https://www.shutterstock.com/image-photo/beautiful-woman-wearing-headdress-feathers-600nw-1702312837.jpg
1891,"bella mujer rubia con maquillaje y dreadlocks, vestida al estilo étnico indio, con una jarra de arcilla en el hombro, sobre un fondo negro de estudio",https://www.shutterstock.com/image-photo/beautiful-blonde-woman-makeup-dreadlocks-600nw-1707845551.jpg
1894,"santa rita, perú - 6 de diciembre de 2019: grupo de los niños de la escuela con el maestro, habitantes locales de la selva amazónica. amazonia. valle de javari, latina américa",https://www.shutterstock.com/image-photo/santa-rita-peru-dec-6-600nw-2513848963.jpg
1895,retrato de mujeres amazónicas con personal. ,https://www.shutterstock.com/image-photo/portrait-amazon-woman-staff-600nw-1760119031.jpg
1897,joven disfrazada de indio americano ,https://www.shutterstock.com/image-photo/young-woman-costume-american-indian-600nw-274963649.jpg
1898,mujer hermosa con flor exótica,https://www.shutterstock.com/image-photo/beautiful-woman-exotic-flower-600nw-20342827.jpg
1900,"río amazonas, perú - 13 de mayo de 2016: mujer joven y niña pequeña descansan sobre hamacas en una cubierta del barco de carga. amazonia, sudamérica",https://www.shutterstock.com/image-photo/amazon-river-peru-may-13-600nw-2358712711.jpg
1901,mujer en el bosque vestida con pieles y pieles. en la cabeza de la corona de los cuernos. concepto fabuloso,https://www.shutterstock.com/image-photo/woman-forest-dressed-skins-fur-600nw-2144753003.jpg
1902,"niños de cantagallo, is an urban settlement of the amazonian shipibo conibo community from peruvian jungle. lima peru. august 29, 2015.",https://www.shutterstock.com/image-photo/de-cantagallo-urban-settlement-amazonian-600nw-1948342855.jpg
1903,"un grupo de hombres y mujeres indígenas del grupo dessana realizan un baile para dar la bienvenida a los turistas a su comunidad. ciudad de manaos, estado de amazonas, brasil, 9 de noviembre de 2024",https://www.shutterstock.com/image-photo/group-indigenous-men-women-dessana-600nw-2542792331.jpg
1904,"
bella joven peruana de la cultura yanesha posando con vestidos, joyas, maquillaje, ropa y accesorios diseñados con iconografía asháninka en la naturaleza",https://www.shutterstock.com/image-photo/beautiful-young-peruvian-woman-yanesha-600nw-2335635781.jpg
1905,"retrato al aire libre de india nativa americana, retrato de hembra chamánica con sombrero de pluma indio y maquillaje colorido",https://www.shutterstock.com/image-photo/native-american-indian-woman-portrait-600nw-1741280711.jpg
1907,hombres vestidos de sudáfrica con maquillaje ,https://www.shutterstock.com/image-photo/south-african-male-closeup-make-600nw-1725797569.jpg
1908,retrato de una niña con luz azul con trenzas de neón brillantes y maquillaje en la oscuridad,https://www.shutterstock.com/image-photo/portrait-girl-blue-light-glowing-600nw-2148140139.jpg
1911,"congo francés - 1900: una estampilla de 30 centímetros con timbre de carmín-rose y naranja que representa a una mujer bakalois de congo, edición pictórica de 1900",https://www.shutterstock.com/image-photo/french-congo-1900-30-centimes-600nw-2224029335.jpg
1914,"mujer joven que vive en los bosques abraza a su perro en el bosque del otoño
",https://www.shutterstock.com/image-photo/forest-dweller-young-woman-hugs-600nw-1851802072.jpg
1915,"alalapadu, surinam - 18 de noviembre de 2016: una mujer indígena hornea un pan de mandioca de la manera tradicional en una grande bandeja redonda para hornear sobre un fuego de leña abierto. las llamas cocinan la harina en pan",https://www.shutterstock.com/image-photo/alalapadu-suriname-november-18th-2016-600nw-2472082477.jpg
1917,retrato de niña turista asiática en la selva amazónica en el perú. la foto fue tomada en septiembre de 2024.,https://www.shutterstock.com/image-photo/asian-girl-tourist-portrait-amazon-600nw-2529035023.jpg
1919,mujer espiritual superior en la naturaleza,https://www.shutterstock.com/image-photo/spiritual-senior-woman-nature-600nw-2467682641.jpg
1920,"mujer chamán recortada usando un silbato indio auténtico aislado en el fondo rojo, hembra con plumas en la cabeza shamping. retrato de la mitad de la cara de cierre",https://www.shutterstock.com/image-photo/cropped-shaman-woman-using-authentic-600nw-1897168540.jpg
1924,"el curandero chamán del grupo étnico dessana posando para una foto después de sus curaciones con las bendiciones de los espíritus del bosque. ciudad de manaos, estado de amazonas, brasil, 11 de noviembre de 2024.",https://www.shutterstock.com/image-photo/shaman-healer-dessana-ethnic-group-600nw-2544033679.jpg
1926,"las mujeres indias guardan silencio, aisladas en el fondo rojo, de pie cerrando la boca, vistiendo lo más alto. retrato",https://www.shutterstock.com/image-photo/indian-woman-keep-silence-isolated-600nw-1897168609.jpg
1927,"
bella joven peruana de la cultura yanesha posando con vestidos, joyas, maquillaje, ropa y accesorios diseñados con iconografía asháninka en la naturaleza",https://www.shutterstock.com/image-photo/beautiful-young-peruvian-woman-yanesha-600nw-2335635803.jpg
1928,"pisac, perú - 10 de mayo de 2023: mujer peruana sentada en el suelo con ropa para lavar, pisac, perú",https://www.shutterstock.com/image-photo/pisac-peru-may-10-2023-600nw-2301734859.jpg
1931,"joven guerrera hermosa mujer vestida con ropa amazónica o guerrera medieval con ramo de flores en lugar de armas cerca del árbol de flores de cerezo en el jardín de primavera, paisaje pintoresco",https://www.shutterstock.com/image-photo/young-beautiful-warrior-girl-woman-600nw-2204077191.jpg
1932,"retrato de una joven encantadora mujer con un perro malamute de alaska en el bosque contra el fondo de la naturaleza
",https://www.shutterstock.com/image-photo/portrait-young-charming-woman-alaskan-600nw-1851802063.jpg
1933,"hombre indígena del grupo étnico dessana o tukuya siendo fotografiado de perfil en su comunidad cerca de árboles y un arroyo. ciudad de manaus, brasil 23 de junio de 2023",https://www.shutterstock.com/image-photo/indigenous-man-dessana-tukuya-ethnic-600nw-2479630971.jpg
1934,"alalapadu, surinam - 17 de noviembre de 2016: una niña con uniforme escolar juega bajo un grande barril de agua en una aldea indígena en la selva amazónica de surinam",https://www.shutterstock.com/image-photo/alalapadu-suriname-november-17th-2016-600nw-2472836369.jpg
1935,retrato de mujer tribal afuera,https://www.shutterstock.com/image-photo/tribal-woman-portrait-outdoors-600nw-402884323.jpg
1937,joven disfrazada de indio americano ,https://www.shutterstock.com/image-photo/young-woman-costume-american-indian-600nw-310939559.jpg
1941,"una mujer amazónica con cuatro trajes medievales con una lanza en la mano, con pintura de guerra, forja el río.",https://www.shutterstock.com/image-photo/amazon-woman-fur-medieval-costume-600nw-2159874373.jpg
1942,"jungla, brasil - sep, 2017:  retrato de un hombre con piel roja en la selva amazónica.  valle de javari. amazonía. américa latina",https://www.shutterstock.com/image-photo/jungle-brazil-sep-2017-portrait-600nw-2295744769.jpg
1943,futurista mujer indígena tribal retrato con sombrero de cráneo de lobo al aire libre. bosque mágico azul en segundo plano,https://www.shutterstock.com/image-photo/futuristic-tribal-indian-woman-portrait-600nw-674029180.jpg
1944,"riga, letonia - 20 de agosto de 2023.  una mujer sobre una tabla de surf en un cuerpo de agua. ... ",https://www.shutterstock.com/image-photo/riga-latvia-august-20-2023-600nw-2388527303.jpg
1945,mujer nativa norteamericana sosteniendo la proa y la flecha posando en la naturaleza. estilo de vida,https://www.shutterstock.com/image-photo/native-american-female-holding-bow-600nw-2158798419.jpg
1946,"hermosa mujer india en cucarachas, vestida con colmenas y maquillada en la cara en las hojas",https://www.shutterstock.com/image-photo/beautiful-indian-woman-roach-dress-600nw-1785077300.jpg
1948,"las alas indígenas americanas con un lobo, un grito de batalla. el fondo de la roca. una mujer salvaje celebra la victoria. una cucaracha de lujo con plumas muy largas. estilo de pelo - dos trenzas",https://www.shutterstock.com/image-photo/indigenous-american-indian-wings-wolf-600nw-1152643262.jpg
1949,"
bella joven peruana de la cultura yanesha posando con vestidos, joyas, maquillaje, ropa y accesorios diseñados con iconografía asháninka en la naturaleza",https://www.shutterstock.com/image-photo/beautiful-young-peruvian-woman-yanesha-600nw-2335635833.jpg
1950,"atributos de un chamán (sanador) para la ceremonia de purificación y curación: hierbas y ramas de árboles, frutas y semillas de plantas amazónicas, granos, raíces, piedras, vertebrados de reptiles. ecuador",https://www.shutterstock.com/image-photo/attributes-shaman-healer-ceremony-purification-600nw-1659136381.jpg
1951,"cuenca, ecuador - 25 de marzo de 2023: feria de artesanías de la provincia de pastaza en cuenca. una joven y hermosa hembra indígena achuar (quechua) con ropa típica y pintura facial",https://www.shutterstock.com/image-photo/cuenca-ecuador-march-25-2023-600nw-2357587701.jpg
1952,"joven guerrera hermosa mujer vestida con ropa amazónica o guerrera medieval con ramo de flores en lugar de armas cerca del árbol de flores de cerezo en el jardín de primavera, paisaje pintoresco",https://www.shutterstock.com/image-photo/young-beautiful-warrior-girl-woman-600nw-2204169829.jpg
1953,"aldea de kamayura, brasil - 18 de mayo: el kamayura es una tribu india amenazada de menos de 400 personas. hombre sentado en la puerta de una cabaña el 18 de mayo de 2008, en el pueblo de kamayura.",https://www.shutterstock.com/image-photo/kamayura-village-brazil-may-18-600nw-17926516.jpg
1958,mujer chamán en el paisaje invernal con su caballo.,https://www.shutterstock.com/image-photo/shaman-woman-winter-landscape-her-600nw-1991850143.jpg
1959,"los efectos en el cuerpo de una mujer india brasileña. ciudades de manaus, estado de amazonas, brasil 3 de diciembre de 2021 ",https://www.shutterstock.com/image-photo/young-indian-dessana-tribe-painted-600nw-2085383683.jpg
1960,"santa rita, perú- 5 de diciembre de 2022: niños peruanos en una pequeña aldea a orillas del río yavari en la selva amazónica, valle de javari, amazonia, valle del yavari, sudamérica",https://www.shutterstock.com/image-photo/santa-rita-peru-dec-5-600nw-2478523567.jpg
1962,mujer vestida como guerrera con la cabeza gorda,https://www.shutterstock.com/image-photo/woman-dressed-warrior-feathered-headdress-600nw-1695857998.jpg
1963,"observación inteligente para hombres y mujeres. menos de 2000,00 mrp",https://www.shutterstock.com/image-photo/boult-drift-smart-watch-men-600nw-2382471185.jpg
1964,"alalapadu, surinam - 17 de noviembre de 2016: un grupo de niños con uniformes escolares y mochilas caminan en una aldea indígena en la selva amazónica surinamesa",https://www.shutterstock.com/image-photo/alalapadu-suriname-november-17th-2016-600nw-2472838279.jpg
1966,mujer con sombrero indio americano. retrato de cerca de hembra chamánica con sombrero de pluma india,https://www.shutterstock.com/image-photo/woman-wearing-american-indian-hat-600nw-1778656754.jpg
1967,mujer salvaje en el bosque profundo,https://www.shutterstock.com/image-photo/wild-savage-woman-deep-forest-600nw-1056684425.jpg
1968,joven disfrazada de indio americano,https://www.shutterstock.com/image-photo/young-woman-costume-american-indian-600nw-175740284.jpg
1969,"una mujer indígena del grupo étnico dessana tuyuka con adornos en su cuerpo y pinturas en su rostro. ciudad de manaos, estado de amazonas, brasil, 23 de octubre de 2024.",https://www.shutterstock.com/image-photo/indigenous-woman-dessana-tuyuka-ethnic-600nw-2534345919.jpg
1971,"retrato de una bella joven morena con ropa y accesorios tribales aislada sobre un fondo negro, mirando lejos",https://www.shutterstock.com/image-photo/portrait-beautiful-young-brunette-woman-600nw-1484084519.jpg
1972,vista aérea de tres hombres en una canoa en el río amazonas,https://www.shutterstock.com/image-photo/aerial-view-three-men-canoe-600nw-2264552927.jpg
1973,"chamán indígena de la etnia dessana de la amazonía brasileña en un ritual para recibir a los visitantes de su comunidad cerca de la ciudad de manaos. ciudad de manaos, brasil 21 de octubre de 2024.",https://www.shutterstock.com/image-photo/indigenous-shaman-dessana-ethnic-group-600nw-2534235549.jpg
1975,"amazonía. américa latina - noviembre de 2018: retrato de un hombre en un pequeño bote de madera, un habitante local de la selva amazónica. valle de javari. brasil (valle del yavarí)",https://www.shutterstock.com/image-photo/amazonia-latin-americea-nov-2018-600nw-2246441209.jpg
1977,mujer indígena de la tribu uitoto de la amazonia colombiana tejiendo una canasta tradicional,https://www.shutterstock.com/image-photo/indigenous-woman-uitoto-tribe-colombian-600nw-1864428289.jpg
1978,"são luís, maranhão, brasil, febrero de 2022. algunos bolsos de mano para mujeres hechos a mano con fibras de palma buriti",https://www.shutterstock.com/image-photo/brazil-february-2022-womens-handbags-600nw-2129260253.jpg
1980,"sambas, indonesia - 6 de agosto de 2024: carnaval de ropa tejida de sambas al que asistieron varios grupos, desde niños hasta adultos, llevando ropa única e interesante",https://www.shutterstock.com/image-photo/sambas-indonesia-august-6-2024-600nw-2498871931.jpg
1981,mujer chamán en el paisaje invernal con su caballo.,https://www.shutterstock.com/image-photo/shaman-woman-winter-landscape-her-600nw-1991850140.jpg
1982,"retrato emocional joven guerrera hermosa mujer en ropa amazónica o guerrero medieval con ramo de flores en lugar de armas cerca de cerezo árbol de flor en jardín de primavera, paisaje pintoresco",https://www.shutterstock.com/image-photo/emotional-portrait-young-beautiful-warrior-600nw-2444080211.jpg
1983,"una joven y sonriente mujer indígena del grupo étnico dessana con pintura facial y adornos para el cabello. manaus city, amazonas state, brasil, 11 de noviembre de 2024.",https://www.shutterstock.com/image-photo/young-smiling-indigenous-woman-dessana-600nw-2544041359.jpg
